order_id,customer_id,store_id,employee_id,order_date,order_status,channel,payment_method,shipping_city,shipping_state,shipping_country,shipping_cost,total_amount
11632,7117,5.0,18,2023-10-23,Cancelled,Store,Credit Card,Hyderabad,Telangana,India,207.52,138506.78
11633,774,,99,2023-04-08,Completed,Online,Credit Card,Raipur,Chhattisgarh,India,44.84,537738.21
11634,458,,48,2023-04-12,Completed,Online,Debit Card,Kochi,Kerala,India,186.51,375807.43
11635,6619,,26,2024-12-10,Completed,Online,Net Banking,Bhubaneswar,Odisha,India,388.67,167114.61
11636,9624,6.0,45,2025-03-10,Cancelled,Store,Debit Card,Lucknow,Uttar Pradesh,India,261.22,242058.03
11637,7972,,64,2025-07-13,Completed,Online,Credit Card,Chandigarh,Chandigarh,India,158.47,106133.55
11638,4507,,41,2023-10-01,Cancelled,Online,Credit Card,Hyderabad,Telangana,India,128.23,372057.53
11639,908,,20,2023-07-30,Completed,Online,Credit Card,Chandigarh,Chandigarh,India,406.28,71723.76
11640,5065,,23,2024-04-21,Completed,Online,Debit Card,Raipur,Chhattisgarh,India,478.23,137210.52
11641,624,,56,2024-11-24,Completed,Online,Cash on Delivery,Bhopal,Madhya Pradesh,India,414.16,187962.67
11642,4758,,13,2024-06-21,Completed,Online,Cash on Delivery,Lucknow,Uttar Pradesh,India,156.75,347769.89
11643,2913,,11,2024-11-21,Completed,Online,Net Banking,Bhubaneswar,Odisha,India,103.88,167968.8
11644,5491,9.0,86,2024-03-05,Completed,Store,Credit Card,Bhubaneswar,Odisha,India,223.09,14995.01
11645,9665,1.0,9,2025-04-08,Completed,Store,Cash on Delivery,Mumbai,Maharashtra,India,448.66,267335.86
11646,100,,59,2024-07-04,Completed,Online,UPI,Mumbai,Maharashtra,India,12.26,251476.83
11647,4132,,11,2025-04-13,Completed,Online,Credit Card,Ahmedabad,Gujarat,India,382.1,49127.91
11648,446,,25,2023-11-11,Completed,Online,Credit Card,Lucknow,Uttar Pradesh,India,377.31,107468.8
11649,6802,,4,2025-07-22,Completed,Online,Cash on Delivery,Ahmedabad,Gujarat,India,445.76,85285.65
11650,1701,,47,2023-11-18,Completed,Online,Net Banking,Lucknow,Uttar Pradesh,India,259.45,8440.64
11651,5947,15.0,48,2024-10-02,Completed,Store,Net Banking,Chandigarh,Chandigarh,India,461.91,88189.46
11652,5319,,82,2024-09-29,Completed,Online,Cash on Delivery,Surat,Gujarat,India,86.61,87356.9
11653,2496,,24,2023-10-31,Cancelled,Online,Debit Card,Ahmedabad,Gujarat,India,166.58,129924.05
11654,6567,,61,2023-10-01,Cancelled,Online,Net Banking,Kolkata,West Bengal,India,267.03,2307.98
11655,2977,,88,2024-08-01,Completed,Online,Credit Card,Indore,Madhya Pradesh,India,182.1,91834.25
11656,6445,,6,2023-11-06,Completed,Online,Debit Card,Guwahati,Assam,India,385.0,112714.34
11657,162,12.0,99,2025-05-07,Completed,Store,UPI,Indore,Madhya Pradesh,India,133.48,193489.71
11658,8131,,71,2024-05-27,Completed,Online,UPI,Pune,Maharashtra,India,475.82,247242.14
11659,6453,,73,2024-10-29,Completed,Online,Cash on Delivery,Raipur,Chhattisgarh,India,215.94,8185.51
11660,7082,,70,2024-07-03,Cancelled,Online,Net Banking,Chennai,Tamil Nadu,India,410.03,69054.8
11661,8992,,78,2025-02-02,Cancelled,Online,Net Banking,Nagpur,Maharashtra,India,154.12,115408.78
11662,6283,14.0,79,2025-12-05,Cancelled,Store,Cash on Delivery,Delhi,Delhi,India,407.22,277288.34
11663,8168,,99,2024-10-28,Completed,Online,Credit Card,Pune,Maharashtra,India,260.18,179161.04
11664,6853,4.0,64,2023-06-04,Completed,Store,UPI,Lucknow,Uttar Pradesh,India,48.15,75437.58
11665,4681,20.0,95,2024-10-25,Completed,Store,Cash on Delivery,Kochi,Kerala,India,357.22,168630.1
11666,6465,,93,2025-12-27,Completed,Online,Net Banking,Raipur,Chhattisgarh,India,61.68,68097.95
11667,1623,18.0,83,2025-01-07,Completed,Store,Net Banking,Hyderabad,Telangana,India,65.79,216106.66
11668,7248,,74,2024-09-18,Completed,Online,Debit Card,Surat,Gujarat,India,142.11,74979.64
11669,9822,,39,2025-06-16,Completed,Online,Credit Card,Kolkata,West Bengal,India,172.08,235733.67
11670,6094,,25,2023-07-06,Completed,Online,Debit Card,Kochi,Kerala,India,37.14,298778.16
11671,6745,,90,2023-11-17,Completed,Online,Net Banking,Raipur,Chhattisgarh,India,392.68,74168.39
11672,3089,,91,2023-08-05,Cancelled,Online,Credit Card,Chennai,Tamil Nadu,India,252.31,53379.63
11673,2865,,61,2025-03-21,Completed,Online,UPI,Chandigarh,Chandigarh,India,27.65,35828.96
11674,4327,,23,2023-02-15,Completed,Online,UPI,Kolkata,West Bengal,India,447.3,271811.31
11675,6177,,7,2023-02-25,Completed,Online,Net Banking,Mumbai,Maharashtra,India,199.64,17311.03
11676,826,,38,2025-07-17,Cancelled,Online,UPI,Bhubaneswar,Odisha,India,363.94,239313.17
11677,5696,,13,2024-08-07,Completed,Online,UPI,Bhopal,Madhya Pradesh,India,387.9,69727.11
11678,5526,,54,2025-08-02,Completed,Online,Debit Card,Jaipur,Rajasthan,India,468.29,229135.44
11679,5299,,57,2025-09-10,Completed,Online,Cash on Delivery,Nagpur,Maharashtra,India,403.65,180443.94
11680,5913,19.0,6,2024-03-31,Completed,Store,Cash on Delivery,Nagpur,Maharashtra,India,374.79,49011.14
11681,636,,8,2023-11-15,Cancelled,Online,UPI,Raipur,Chhattisgarh,India,388.05,258680.04
11682,4329,,61,2024-01-31,Completed,Online,UPI,Bengaluru,Karnataka,India,110.88,42310.15
11683,1293,,23,2025-01-13,Completed,Online,Net Banking,Raipur,Chhattisgarh,India,244.98,146366.37
11684,5723,,64,2025-09-16,Cancelled,Online,Credit Card,Kochi,Kerala,India,327.75,47698.64
11685,6949,,5,2025-06-16,Completed,Online,Debit Card,Kolkata,West Bengal,India,232.43,162722.6
11686,8015,,60,2023-05-08,Cancelled,Online,Debit Card,Bhubaneswar,Odisha,India,105.21,124974.24
11687,5776,9.0,29,2024-01-25,Cancelled,Store,Debit Card,Guwahati,Assam,India,403.46,108097.54
11688,699,,80,2023-08-05,Completed,Online,UPI,Surat,Gujarat,India,336.1,180535.88
11689,4943,,11,2024-07-29,Completed,Online,Net Banking,Lucknow,Uttar Pradesh,India,381.78,263568.06
11690,2468,,81,2025-08-27,Cancelled,Online,Cash on Delivery,Patna,Bihar,India,200.78,119373.17
11691,6635,,34,2025-08-17,Completed,Online,Cash on Delivery,Bhopal,Madhya Pradesh,India,267.55,600928.93
11692,2497,,72,2025-08-26,Completed,Online,Net Banking,Pune,Maharashtra,India,15.05,36229.35
11693,3425,3.0,20,2024-12-17,Cancelled,Store,UPI,Delhi,Delhi,India,164.13,173297.51
11694,6685,3.0,43,2024-08-15,Completed,Store,Credit Card,Chennai,Tamil Nadu,India,237.8,71248.14
11695,7805,,43,2023-04-10,Completed,Online,UPI,Jaipur,Rajasthan,India,208.38,104018.12
11696,5941,14.0,19,2024-01-31,Completed,Store,Credit Card,Kochi,Kerala,India,449.02,128465.66
11697,1397,,96,2025-08-21,Completed,Online,Net Banking,Bhopal,Madhya Pradesh,India,322.64,80107.56
11698,531,,57,2025-01-06,Completed,Online,Cash on Delivery,Raipur,Chhattisgarh,India,410.28,28954.8
11699,1242,,43,2023-12-29,Completed,Online,UPI,Bengaluru,Karnataka,India,192.84,232458.43
11700,3045,11.0,41,2024-03-26,Completed,Store,Debit Card,Chandigarh,Chandigarh,India,48.63,106996.98
11701,8377,,40,2025-08-07,Completed,Online,Cash on Delivery,Patna,Bihar,India,394.21,361528.25
11702,3333,,72,2024-07-21,Completed,Online,Cash on Delivery,Ahmedabad,Gujarat,India,256.26,145431.3
11703,3432,,24,2023-05-28,Cancelled,Online,Debit Card,Indore,Madhya Pradesh,India,199.97,149192.26
11704,6092,,51,2024-03-15,Cancelled,Online,Debit Card,Mumbai,Maharashtra,India,208.02,189212.43
11705,3762,,47,2023-05-15,Completed,Online,Debit Card,Hyderabad,Telangana,India,392.77,214846.24
11706,4910,,17,2025-03-30,Completed,Online,Debit Card,Guwahati,Assam,India,447.23,2677.07
11707,3330,,34,2024-06-12,Completed,Online,Debit Card,Bhubaneswar,Odisha,India,216.28,133883.16
11708,6667,,38,2023-10-04,Completed,Online,Net Banking,Bhubaneswar,Odisha,India,254.57,74327.26
11709,4870,17.0,93,2023-09-14,Cancelled,Store,Cash on Delivery,Kochi,Kerala,India,370.08,6099.38
11710,3474,,46,2024-03-12,Completed,Online,Net Banking,Jaipur,Rajasthan,India,372.98,239616.97
11711,8991,,9,2023-07-06,Completed,Online,Credit Card,Kolkata,West Bengal,India,103.53,188101.85
11712,3937,8.0,44,2023-12-04,Completed,Store,Debit Card,Chennai,Tamil Nadu,India,184.88,688811.82
11713,6657,,33,2025-06-26,Cancelled,Online,Debit Card,Delhi,Delhi,India,432.97,58587.21
11714,2296,10.0,16,2025-02-20,Completed,Store,Debit Card,Bengaluru,Karnataka,India,346.52,333081.37
11715,125,,93,2024-07-18,Completed,Online,Cash on Delivery,Chandigarh,Chandigarh,India,471.35,582431.93
11716,5115,,75,2023-05-16,Cancelled,Online,Credit Card,Nagpur,Maharashtra,India,124.04,6129.95
11717,6511,,90,2024-02-19,Completed,Online,Net Banking,Guwahati,Assam,India,455.19,233775.01
11718,9727,,53,2024-10-18,Cancelled,Online,Credit Card,Bhopal,Madhya Pradesh,India,297.24,25406.88
11719,9518,,75,2024-03-27,Completed,Online,Cash on Delivery,Ahmedabad,Gujarat,India,43.68,257737.28
11720,711,,36,2024-01-12,Cancelled,Online,Net Banking,Guwahati,Assam,India,218.06,218385.8
11721,8691,12.0,64,2024-07-19,Completed,Store,Cash on Delivery,Jaipur,Rajasthan,India,141.14,162723.48
11722,3877,,7,2023-01-30,Completed,Online,UPI,Hyderabad,Telangana,India,34.12,4044.74
11723,7034,,67,2024-01-28,Cancelled,Online,UPI,Pune,Maharashtra,India,254.1,110635.36
11724,1057,,88,2023-05-02,Cancelled,Online,Credit Card,Chennai,Tamil Nadu,India,359.89,183992.7
11725,7274,,20,2025-04-07,Completed,Online,UPI,Bhopal,Madhya Pradesh,India,493.66,192346.16
11726,2267,14.0,37,2023-05-10,Completed,Store,UPI,Nagpur,Maharashtra,India,440.32,167109.58
11727,7606,,73,2023-01-20,Completed,Online,Credit Card,Lucknow,Uttar Pradesh,India,322.73,123631.4
11728,2690,,52,2024-12-25,Completed,Online,Cash on Delivery,Jaipur,Rajasthan,India,484.53,273883.48
11729,388,,63,2025-01-27,Cancelled,Online,Cash on Delivery,Jaipur,Rajasthan,India,141.17,122606.92
11730,5674,1.0,27,2025-11-12,Cancelled,Store,Cash on Delivery,Lucknow,Uttar Pradesh,India,334.05,172928.54
11731,248,,78,2023-10-19,Completed,Online,UPI,Indore,Madhya Pradesh,India,352.88,156915.37
11732,9343,,41,2024-06-23,Completed,Online,UPI,Chennai,Tamil Nadu,India,26.1,135584.97
11733,5123,,58,2024-07-11,Completed,Online,Credit Card,Bengaluru,Karnataka,India,393.46,266376.54
11734,3142,,15,2023-03-23,Completed,Online,Debit Card,Kochi,Kerala,India,417.17,10909.88
11735,4931,,91,2024-09-09,Completed,Online,UPI,Surat,Gujarat,India,155.56,234999.08
11736,4574,9.0,19,2024-07-23,Completed,Store,Credit Card,Nagpur,Maharashtra,India,181.3,141547.86
11737,3023,,68,2023-10-01,Cancelled,Online,UPI,Chandigarh,Chandigarh,India,103.69,171405.66
11738,7824,,17,2025-03-02,Completed,Online,Credit Card,Guwahati,Assam,India,166.63,135331.07
11739,1313,,46,2023-06-23,Cancelled,Online,UPI,Lucknow,Uttar Pradesh,India,158.53,441018.63
11740,246,13.0,33,2024-03-16,Completed,Store,Credit Card,Patna,Bihar,India,200.54,83316.39
11741,2671,,31,2023-11-02,Cancelled,Online,UPI,Hyderabad,Telangana,India,353.09,267633.03
11742,7980,,32,2024-10-12,Completed,Online,Credit Card,Pune,Maharashtra,India,353.65,176055.04
11743,611,,43,2025-08-25,Completed,Online,Cash on Delivery,Raipur,Chhattisgarh,India,184.35,126025.06
11744,4206,,46,2023-04-15,Completed,Online,Debit Card,Kochi,Kerala,India,440.01,277117.64
11745,9919,,22,2024-10-24,Completed,Online,Cash on Delivery,Ahmedabad,Gujarat,India,82.19,171750.2
11746,9756,8.0,90,2023-03-02,Completed,Store,UPI,Ahmedabad,Gujarat,India,43.68,53194.13
11747,7217,10.0,89,2024-08-06,Completed,Store,UPI,Indore,Madhya Pradesh,India,387.98,45964.25
11748,7247,,63,2025-12-20,Completed,Online,Credit Card,Delhi,Delhi,India,458.08,156788.95
11749,1586,,23,2023-05-26,Cancelled,Online,UPI,Lucknow,Uttar Pradesh,India,153.23,163405.72
11750,4943,,39,2023-02-20,Completed,Online,Credit Card,Lucknow,Uttar Pradesh,India,313.88,9129.97
11751,8843,,46,2024-12-23,Cancelled,Online,Credit Card,Hyderabad,Telangana,India,178.35,122609.28
11752,3273,,19,2025-09-17,Completed,Online,Cash on Delivery,Jaipur,Rajasthan,India,10.42,70427.75
11753,3503,,69,2024-10-05,Completed,Online,UPI,Lucknow,Uttar Pradesh,India,147.91,86102.35
11754,2715,6.0,95,2025-01-28,Completed,Store,UPI,Bhubaneswar,Odisha,India,91.82,86344.3
11755,7948,,12,2024-12-11,Completed,Online,Credit Card,Delhi,Delhi,India,273.0,203472.93
11756,5875,,79,2025-06-24,Cancelled,Online,Debit Card,Patna,Bihar,India,336.62,128086.72
11757,6064,19.0,15,2023-12-16,Cancelled,Store,Cash on Delivery,Pune,Maharashtra,India,323.84,86316.34
11758,5248,,12,2024-08-23,Completed,Online,Cash on Delivery,Indore,Madhya Pradesh,India,351.13,63345.6
11759,8762,10.0,81,2023-03-30,Completed,Store,Credit Card,Pune,Maharashtra,India,443.97,336368.83
11760,6697,,80,2025-06-15,Completed,Online,Cash on Delivery,Indore,Madhya Pradesh,India,426.18,60524.3
11761,5658,,25,2023-11-07,Completed,Online,Debit Card,Guwahati,Assam,India,427.78,275075.51
11762,9691,,76,2024-01-28,Cancelled,Online,Cash on Delivery,Bhopal,Madhya Pradesh,India,222.81,84585.81
11763,188,11.0,81,2024-01-28,Completed,Store,Credit Card,Hyderabad,Telangana,India,264.37,21073.77
11764,9714,,50,2024-12-21,Completed,Online,Debit Card,Lucknow,Uttar Pradesh,India,123.02,83297.78
11765,5532,,100,2023-07-23,Completed,Online,Credit Card,Chandigarh,Chandigarh,India,104.3,239351.77
11766,6252,,94,2024-08-31,Completed,Online,Credit Card,Bhopal,Madhya Pradesh,India,6.68,112032.51
11767,5607,1.0,100,2025-12-24,Completed,Store,Cash on Delivery,Kolkata,West Bengal,India,55.01,76440.3
11768,413,,43,2025-01-01,Completed,Online,Credit Card,Kochi,Kerala,India,319.41,240556.3
11769,275,,76,2025-05-03,Completed,Online,Credit Card,Nagpur,Maharashtra,India,356.36,151471.06
11770,28,,94,2024-06-14,Completed,Online,Credit Card,Kolkata,West Bengal,India,199.93,53041.56
11771,7722,,88,2025-06-17,Cancelled,Online,Cash on Delivery,Lucknow,Uttar Pradesh,India,31.71,382283.56
11772,6228,,65,2023-08-19,Cancelled,Online,Net Banking,Patna,Bihar,India,229.2,169672.53
11773,3455,,24,2025-08-24,Completed,Online,Cash on Delivery,Patna,Bihar,India,41.99,182726.28
11774,1335,,97,2024-07-22,Completed,Online,Credit Card,Bhubaneswar,Odisha,India,182.47,166290.47
11775,8124,12.0,24,2024-12-10,Cancelled,Store,Cash on Delivery,Bengaluru,Karnataka,India,30.62,372068.88
11776,3300,,56,2024-08-18,Completed,Online,Net Banking,Mumbai,Maharashtra,India,269.04,222986.31
11777,2460,,7,2023-01-31,Completed,Online,Debit Card,Chandigarh,Chandigarh,India,351.64,111833.68
11778,655,,94,2023-09-03,Completed,Online,Credit Card,Mumbai,Maharashtra,India,371.22,176117.99
11779,5643,,90,2025-08-07,Completed,Online,Cash on Delivery,Raipur,Chhattisgarh,India,449.29,36588.59
11780,256,,58,2025-03-12,Completed,Online,UPI,Guwahati,Assam,India,96.69,209461.95
11781,8433,,68,2023-04-19,Cancelled,Online,Debit Card,Pune,Maharashtra,India,232.63,69901.04
11782,2038,,40,2024-11-24,Completed,Online,UPI,Bengaluru,Karnataka,India,144.18,125904.95
11783,7016,,77,2024-04-12,Cancelled,Online,Credit Card,Lucknow,Uttar Pradesh,India,389.04,30342.87
11784,9288,,37,2025-08-21,Completed,Online,Net Banking,Kolkata,West Bengal,India,236.2,29084.04
11785,6746,,62,2023-06-01,Cancelled,Online,Credit Card,Lucknow,Uttar Pradesh,India,146.93,257979.91
11786,3499,,43,2025-01-09,Completed,Online,Net Banking,Chandigarh,Chandigarh,India,151.56,278620.69
11787,7746,20.0,79,2025-05-08,Completed,Store,Net Banking,Lucknow,Uttar Pradesh,India,327.5,95927.8
11788,4550,,23,2024-03-07,Completed,Online,Debit Card,Kolkata,West Bengal,India,337.23,122553.37
11789,5796,7.0,76,2023-03-23,Completed,Store,Net Banking,Mumbai,Maharashtra,India,298.91,192974.5
11790,9210,,16,2025-06-07,Completed,Online,Cash on Delivery,Ahmedabad,Gujarat,India,95.97,203918.93
11791,9654,,4,2024-05-05,Completed,Online,Cash on Delivery,Patna,Bihar,India,127.33,215050.76
11792,6488,14.0,5,2024-07-24,Completed,Store,Credit Card,Bengaluru,Karnataka,India,423.92,85093.86
11793,6704,,87,2023-03-09,Completed,Online,UPI,Bhopal,Madhya Pradesh,India,208.05,38354.09
11794,8386,11.0,80,2024-08-09,Completed,Store,UPI,Guwahati,Assam,India,311.38,381382.9
11795,3966,6.0,88,2025-05-20,Completed,Store,Credit Card,Chennai,Tamil Nadu,India,146.15,46905.35
11796,8167,2.0,40,2025-11-15,Cancelled,Store,Debit Card,Bhubaneswar,Odisha,India,12.05,340507.7
11797,5308,,94,2024-02-29,Completed,Online,UPI,Mumbai,Maharashtra,India,24.2,320398.31
11798,627,,84,2024-07-12,Completed,Online,Cash on Delivery,Surat,Gujarat,India,265.74,46525.47
11799,1143,,19,2025-01-05,Completed,Online,Debit Card,Patna,Bihar,India,39.15,161695.15
11800,2586,,44,2024-03-11,Completed,Online,Net Banking,Kochi,Kerala,India,102.24,450579.18
11801,7097,,82,2025-04-03,Completed,Online,Net Banking,Kochi,Kerala,India,477.06,34736.02
11802,1624,,77,2023-05-29,Cancelled,Online,UPI,Nagpur,Maharashtra,India,470.13,52095.68
11803,7252,18.0,14,2025-12-28,Completed,Store,Cash on Delivery,Patna,Bihar,India,172.21,301900.96
11804,5385,,67,2024-09-28,Completed,Online,UPI,Mumbai,Maharashtra,India,271.23,289136.65
11805,9432,18.0,1,2024-02-17,Completed,Store,Cash on Delivery,Delhi,Delhi,India,126.95,72804.98
11806,3002,,70,2023-11-23,Cancelled,Online,Net Banking,Lucknow,Uttar Pradesh,India,37.34,120853.21
11807,1644,,58,2024-06-29,Cancelled,Online,Debit Card,Lucknow,Uttar Pradesh,India,171.03,244866.81
11808,9643,2.0,78,2024-12-02,Completed,Store,Net Banking,Indore,Madhya Pradesh,India,200.75,230667.02
11809,5464,14.0,74,2023-06-03,Completed,Store,Cash on Delivery,Nagpur,Maharashtra,India,202.92,342989.95
11810,6953,,75,2023-11-18,Completed,Online,UPI,Raipur,Chhattisgarh,India,63.6,133866.61
11811,5256,,97,2025-01-30,Completed,Online,Cash on Delivery,Jaipur,Rajasthan,India,482.31,96839.62
11812,4794,,96,2025-04-04,Completed,Online,Debit Card,Kolkata,West Bengal,India,441.2,109695.61
11813,4796,,41,2023-10-28,Completed,Online,Debit Card,Jaipur,Rajasthan,India,482.26,219778.91
11814,8379,,67,2025-12-04,Completed,Online,Net Banking,Chandigarh,Chandigarh,India,230.42,229276.46
11815,7881,,99,2025-06-26,Cancelled,Online,Cash on Delivery,Bhubaneswar,Odisha,India,351.41,202332.82
11816,1309,,99,2024-09-29,Completed,Online,Credit Card,Bhopal,Madhya Pradesh,India,2.97,77094.35
11817,184,,6,2023-11-27,Completed,Online,Net Banking,Patna,Bihar,India,482.3,263100.0
11818,8275,,84,2024-06-24,Completed,Online,UPI,Bhubaneswar,Odisha,India,5.33,163810.54
11819,2215,,24,2024-05-08,Completed,Online,UPI,Bhopal,Madhya Pradesh,India,194.09,128692.27
11820,4620,,40,2024-11-23,Completed,Online,Debit Card,Ahmedabad,Gujarat,India,395.17,234141.26
11821,8348,,11,2023-09-14,Completed,Online,UPI,Kolkata,West Bengal,India,14.44,4477.02
11822,3594,,87,2024-12-09,Completed,Online,UPI,Bhopal,Madhya Pradesh,India,107.42,150311.91
11823,5363,7.0,21,2025-06-12,Completed,Store,Cash on Delivery,Kochi,Kerala,India,206.69,5931.77
11824,6712,,82,2024-12-20,Completed,Online,Credit Card,Delhi,Delhi,India,64.39,205725.39
11825,4086,10.0,80,2025-12-08,Completed,Store,Credit Card,Bhopal,Madhya Pradesh,India,15.49,30563.91
11826,6297,,48,2025-01-10,Completed,Online,Debit Card,Surat,Gujarat,India,414.12,76013.28
11827,6677,,62,2024-07-02,Completed,Online,UPI,Guwahati,Assam,India,356.67,319544.87
11828,4697,,76,2025-07-04,Completed,Online,Cash on Delivery,Lucknow,Uttar Pradesh,India,355.7,150145.55
11829,9692,,24,2024-10-03,Completed,Online,Net Banking,Surat,Gujarat,India,145.43,42173.04
11830,7537,,2,2024-09-08,Completed,Online,Cash on Delivery,Pune,Maharashtra,India,298.83,98191.61
11831,2523,17.0,8,2023-08-09,Completed,Store,Credit Card,Bhubaneswar,Odisha,India,355.16,2949.6
11832,4052,,81,2023-06-26,Completed,Online,Debit Card,Chandigarh,Chandigarh,India,72.31,111665.3
11833,7239,,30,2024-02-05,Completed,Online,Credit Card,Patna,Bihar,India,104.01,176404.01
11834,5240,,67,2023-06-15,Completed,Online,Debit Card,Bhopal,Madhya Pradesh,India,463.63,74241.15
11835,7686,,90,2023-01-13,Completed,Online,Debit Card,Bhubaneswar,Odisha,India,151.27,48039.64
11836,7879,,66,2023-07-05,Completed,Online,Cash on Delivery,Bhubaneswar,Odisha,India,276.47,78067.41
11837,2354,,13,2023-03-28,Completed,Online,Credit Card,Lucknow,Uttar Pradesh,India,144.78,278094.21
11838,5099,,73,2024-09-03,Completed,Online,Net Banking,Indore,Madhya Pradesh,India,428.83,55967.73
11839,551,,37,2024-08-02,Completed,Online,Net Banking,Jaipur,Rajasthan,India,44.99,95343.77
11840,6875,,46,2023-09-29,Completed,Online,Net Banking,Bhopal,Madhya Pradesh,India,383.45,74695.22
11841,7991,,15,2024-01-09,Completed,Online,Net Banking,Surat,Gujarat,India,120.49,390363.2
11842,9989,,69,2024-06-17,Completed,Online,Net Banking,Lucknow,Uttar Pradesh,India,212.82,35007.63
11843,5001,6.0,45,2025-07-05,Completed,Store,UPI,Kolkata,West Bengal,India,322.26,24314.11
11844,7817,,16,2023-03-14,Completed,Online,Credit Card,Patna,Bihar,India,103.39,82969.53
11845,2212,,35,2024-02-06,Completed,Online,Debit Card,Guwahati,Assam,India,216.44,414374.38
11846,6810,20.0,14,2023-11-12,Completed,Store,UPI,Delhi,Delhi,India,104.75,34244.03
11847,4273,,72,2025-10-20,Completed,Online,Net Banking,Surat,Gujarat,India,267.04,348625.42
11848,9836,,18,2023-04-30,Cancelled,Online,Cash on Delivery,Lucknow,Uttar Pradesh,India,414.67,41375.85
11849,5762,,36,2023-09-18,Completed,Online,Net Banking,Hyderabad,Telangana,India,314.45,303682.05
11850,4393,,55,2023-06-01,Completed,Online,Debit Card,Mumbai,Maharashtra,India,463.62,134404.12
11851,8263,,44,2024-02-03,Completed,Online,Cash on Delivery,Chennai,Tamil Nadu,India,251.67,88690.58
11852,2428,,9,2023-12-15,Completed,Online,Credit Card,Ahmedabad,Gujarat,India,416.14,38655.43
11853,4819,,93,2025-09-07,Completed,Online,Cash on Delivery,Hyderabad,Telangana,India,369.87,125014.59
11854,4864,,16,2025-07-03,Cancelled,Online,Cash on Delivery,Pune,Maharashtra,India,105.71,185951.2
11855,2315,,11,2025-07-01,Completed,Online,Cash on Delivery,Bengaluru,Karnataka,India,124.25,94631.25
11856,9062,5.0,54,2023-02-18,Cancelled,Store,Debit Card,Guwahati,Assam,India,9.03,30709.08
11857,356,,32,2024-11-14,Completed,Online,Cash on Delivery,Jaipur,Rajasthan,India,353.08,169922.64
11858,477,3.0,24,2025-11-20,Cancelled,Store,Cash on Delivery,Surat,Gujarat,India,482.54,485130.14
11859,4990,,59,2025-02-08,Cancelled,Online,Net Banking,Bengaluru,Karnataka,India,312.07,51025.0
11860,3916,16.0,82,2025-07-01,Completed,Store,UPI,Pune,Maharashtra,India,174.72,325099.85
11861,8552,15.0,56,2025-08-11,Completed,Store,Net Banking,Bhubaneswar,Odisha,India,0.13,106430.23
11862,4571,,69,2024-04-28,Completed,Online,Credit Card,Ahmedabad,Gujarat,India,423.93,253041.66
11863,6282,12.0,31,2024-05-22,Completed,Store,Credit Card,Mumbai,Maharashtra,India,355.06,333454.61
11864,9981,,86,2025-10-22,Completed,Online,Cash on Delivery,Indore,Madhya Pradesh,India,359.36,221196.51
11865,636,,72,2023-10-30,Completed,Online,Debit Card,Raipur,Chhattisgarh,India,57.33,60125.21
11866,963,14.0,93,2025-11-18,Cancelled,Store,Cash on Delivery,Lucknow,Uttar Pradesh,India,347.45,171817.63
11867,8448,,13,2024-03-27,Completed,Online,Cash on Delivery,Kolkata,West Bengal,India,39.22,186552.03
11868,5395,,42,2025-06-06,Cancelled,Online,Debit Card,Hyderabad,Telangana,India,471.68,189369.37
11869,9766,8.0,16,2023-02-15,Completed,Store,Cash on Delivery,Chennai,Tamil Nadu,India,356.44,81313.4
11870,5629,,13,2024-01-23,Completed,Online,Credit Card,Patna,Bihar,India,276.42,350660.47
11871,9528,,17,2023-06-09,Cancelled,Online,Credit Card,Kochi,Kerala,India,132.25,430658.52
11872,1989,,77,2024-01-01,Completed,Online,Net Banking,Kochi,Kerala,India,134.4,206453.13
11873,2440,,88,2023-07-21,Completed,Online,UPI,Bhopal,Madhya Pradesh,India,406.85,48480.99
11874,983,8.0,68,2025-08-03,Completed,Store,Net Banking,Bhubaneswar,Odisha,India,320.9,208147.08
11875,875,,74,2025-02-11,Completed,Online,Cash on Delivery,Jaipur,Rajasthan,India,308.58,270794.06
11876,3143,,92,2023-08-22,Completed,Online,Debit Card,Pune,Maharashtra,India,385.06,77645.92
11877,5541,,44,2024-01-06,Completed,Online,Debit Card,Chennai,Tamil Nadu,India,203.78,85893.08
11878,6686,20.0,25,2025-11-04,Completed,Store,Credit Card,Surat,Gujarat,India,205.7,206360.87
11879,3025,17.0,81,2025-02-23,Completed,Store,Credit Card,Kochi,Kerala,India,65.84,222054.58
11880,6954,4.0,5,2024-03-24,Cancelled,Store,Credit Card,Indore,Madhya Pradesh,India,95.3,199248.24
11881,9036,20.0,45,2024-04-26,Completed,Store,Cash on Delivery,Lucknow,Uttar Pradesh,India,252.13,162054.24
11882,3815,12.0,16,2024-06-29,Completed,Store,Net Banking,Indore,Madhya Pradesh,India,282.31,39083.01
11883,5284,,90,2025-10-05,Completed,Online,Cash on Delivery,Pune,Maharashtra,India,374.13,270980.82
11884,991,,71,2024-02-10,Completed,Online,Credit Card,Kolkata,West Bengal,India,357.68,149636.83
11885,785,,98,2025-04-09,Completed,Online,UPI,Jaipur,Rajasthan,India,142.33,145341.1
11886,9830,,61,2023-12-13,Cancelled,Online,Net Banking,Nagpur,Maharashtra,India,286.73,272647.39
11887,8691,,57,2024-11-11,Completed,Online,Net Banking,Jaipur,Rajasthan,India,459.37,33252.46
11888,5504,13.0,43,2024-04-11,Completed,Store,Cash on Delivery,Delhi,Delhi,India,468.06,369394.65
