inventory_id,product_id,store_id,stock_quantity,reorder_level,reorder_quantity,last_restock_date,next_restock_date,inventory_status
4975,975,5,453,87,138,2025-05-24,2025-07-04,Overstock
4976,976,5,204,63,189,2025-04-10,2025-04-20,In Stock
4977,977,5,325,71,123,2025-11-29,2025-12-06,In Stock
4978,978,5,409,100,110,2025-10-26,2025-12-05,Overstock
4979,979,5,211,45,105,2025-02-21,2025-03-18,In Stock
4980,980,5,272,22,115,2025-04-30,2025-06-04,In Stock
4981,981,5,129,27,252,2025-06-19,2025-06-26,In Stock
4982,982,5,126,83,254,2025-01-01,2025-02-15,In Stock
4983,983,5,339,36,160,2025-11-14,2025-12-14,In Stock
4984,984,5,98,78,88,2025-05-22,2025-05-31,In Stock
4985,985,5,123,89,112,2025-06-04,2025-06-18,In Stock
4986,986,5,73,61,114,2025-11-04,2025-11-28,In Stock
4987,987,5,388,26,264,2025-06-07,2025-07-10,In Stock
4988,988,5,491,58,163,2025-05-16,2025-05-24,Overstock
4989,989,5,323,89,143,2025-01-04,2025-02-13,In Stock
4990,990,5,357,40,152,2025-10-28,2025-11-09,In Stock
4991,991,5,218,62,189,2025-08-19,2025-08-28,In Stock
4992,992,5,181,36,275,2025-02-28,2025-04-13,In Stock
4993,993,5,270,21,233,2025-05-15,2025-06-15,In Stock
4994,994,5,316,70,78,2025-07-30,2025-08-19,In Stock
4995,995,5,150,36,100,2025-12-04,2026-01-18,In Stock
4996,996,5,167,58,209,2025-10-14,2025-11-19,In Stock
4997,997,5,102,43,198,2025-12-17,2026-01-07,In Stock
4998,998,5,250,45,165,2025-06-24,2025-07-05,In Stock
4999,999,5,181,52,53,2025-09-30,2025-10-22,In Stock
5000,1000,5,41,23,174,2025-01-21,2025-03-04,In Stock
5001,1,6,390,25,240,2025-03-11,2025-04-23,In Stock
5002,2,6,454,55,71,2025-12-31,2026-01-08,Overstock
5003,3,6,15,87,127,2025-04-19,2025-05-26,Low Stock
5004,4,6,350,84,133,2025-03-28,2025-04-20,In Stock
5005,5,6,336,86,144,2025-04-10,2025-05-19,In Stock
5006,6,6,375,23,192,2025-09-18,2025-09-25,In Stock
5007,7,6,305,91,265,2025-06-05,2025-07-03,In Stock
5008,8,6,431,88,251,2025-04-09,2025-04-30,Overstock
5009,9,6,81,35,71,2025-01-22,2025-03-04,In Stock
5010,10,6,460,37,235,2025-10-23,2025-11-18,Overstock
5011,11,6,238,39,132,2025-02-02,2025-02-22,In Stock
5012,12,6,63,30,164,2025-08-31,2025-09-18,In Stock
5013,13,6,12,40,200,2025-10-29,2025-12-07,Low Stock
5014,14,6,136,23,238,2025-12-02,2025-12-31,In Stock
5015,15,6,256,73,161,2025-09-04,2025-09-20,In Stock
5016,16,6,5,100,141,2025-06-17,2025-07-08,Low Stock
5017,17,6,489,75,247,2025-10-18,2025-11-01,Overstock
5018,18,6,157,48,151,2025-12-05,2025-12-14,In Stock
5019,19,6,401,72,57,2025-01-19,2025-02-03,Overstock
5020,20,6,439,94,174,2025-10-08,2025-11-21,Overstock
5021,21,6,291,77,85,2025-11-16,2025-12-06,In Stock
5022,22,6,219,82,246,2025-07-09,2025-08-09,In Stock
5023,23,6,448,31,140,2025-11-19,2025-12-29,Overstock
5024,24,6,385,81,65,2025-06-21,2025-07-25,In Stock
5025,25,6,423,29,100,2025-07-15,2025-08-19,Overstock
5026,26,6,276,95,70,2025-09-19,2025-10-23,In Stock
5027,27,6,156,52,174,2025-05-30,2025-06-12,In Stock
5028,28,6,379,76,67,2025-08-23,2025-09-18,In Stock
5029,29,6,305,93,143,2025-04-01,2025-04-29,In Stock
5030,30,6,372,70,73,2025-11-19,2025-12-04,In Stock
5031,31,6,109,99,150,2025-10-10,2025-10-27,In Stock
5032,32,6,3,40,217,2025-07-22,2025-08-11,Low Stock
5033,33,6,112,100,262,2025-08-03,2025-08-14,In Stock
5034,34,6,192,25,179,2025-09-12,2025-10-25,In Stock
5035,35,6,396,92,59,2025-11-11,2025-12-07,In Stock
5036,36,6,309,52,103,2025-06-17,2025-07-08,In Stock
5037,37,6,475,25,150,2025-12-01,2025-12-12,Overstock
5038,38,6,40,38,119,2025-11-15,2025-12-20,In Stock
5039,39,6,77,30,83,2025-04-04,2025-04-30,In Stock
5040,40,6,421,77,121,2025-08-13,2025-09-12,Overstock
5041,41,6,113,63,168,2025-07-18,2025-08-30,In Stock
5042,42,6,357,48,96,2025-01-07,2025-01-28,In Stock
5043,43,6,306,85,202,2025-04-08,2025-05-03,In Stock
5044,44,6,284,57,153,2025-03-30,2025-04-12,In Stock
5045,45,6,118,54,274,2025-06-01,2025-07-08,In Stock
5046,46,6,227,82,158,2025-03-19,2025-03-29,In Stock
5047,47,6,300,100,294,2025-09-01,2025-10-07,In Stock
5048,48,6,14,46,94,2025-02-10,2025-02-28,Low Stock
5049,49,6,77,43,192,2025-03-12,2025-03-23,In Stock
5050,50,6,98,75,163,2025-04-04,2025-05-07,In Stock
5051,51,6,426,62,120,2025-08-21,2025-09-08,Overstock
5052,52,6,51,78,207,2025-06-13,2025-07-22,Low Stock
5053,53,6,488,95,139,2025-02-21,2025-04-06,Overstock
5054,54,6,82,30,264,2025-06-15,2025-07-18,In Stock
5055,55,6,186,26,196,2025-03-05,2025-03-24,In Stock
5056,56,6,323,83,294,2025-09-12,2025-10-12,In Stock
5057,57,6,293,54,272,2025-10-17,2025-12-01,In Stock
5058,58,6,331,23,104,2025-01-15,2025-02-26,In Stock
5059,59,6,315,60,113,2025-03-29,2025-04-06,In Stock
5060,60,6,306,25,260,2025-01-24,2025-02-17,In Stock
5061,61,6,212,32,89,2025-04-12,2025-05-09,In Stock
5062,62,6,355,51,260,2025-07-29,2025-08-17,In Stock
5063,63,6,440,34,171,2025-05-07,2025-06-19,Overstock
5064,64,6,427,44,284,2025-10-27,2025-11-28,Overstock
5065,65,6,439,29,76,2025-08-08,2025-09-21,Overstock
5066,66,6,121,91,81,2025-04-25,2025-05-10,In Stock
5067,67,6,290,42,70,2025-04-03,2025-05-03,In Stock
5068,68,6,76,78,151,2025-07-19,2025-09-02,Low Stock
5069,69,6,85,69,235,2025-06-16,2025-06-30,In Stock
5070,70,6,208,21,202,2025-05-16,2025-06-29,In Stock
5071,71,6,174,99,161,2025-05-10,2025-06-10,In Stock
5072,72,6,39,31,222,2025-07-05,2025-07-18,In Stock
5073,73,6,187,25,141,2025-11-28,2026-01-10,In Stock
5074,74,6,466,61,94,2025-12-28,2026-01-27,Overstock
5075,75,6,381,50,132,2025-12-19,2026-01-18,In Stock
5076,76,6,460,64,252,2025-07-08,2025-07-30,Overstock
5077,77,6,253,50,180,2025-10-07,2025-10-27,In Stock
5078,78,6,28,30,75,2025-12-08,2025-12-26,Low Stock
5079,79,6,377,48,88,2025-10-27,2025-11-14,In Stock
5080,80,6,152,93,175,2025-01-04,2025-01-14,In Stock
5081,81,6,330,23,133,2025-08-26,2025-09-29,In Stock
5082,82,6,134,34,109,2025-04-14,2025-05-05,In Stock
5083,83,6,95,29,294,2025-07-08,2025-07-28,In Stock
5084,84,6,164,82,56,2025-03-16,2025-04-27,In Stock
5085,85,6,338,22,142,2025-04-07,2025-04-19,In Stock
5086,86,6,267,78,146,2025-05-13,2025-06-08,In Stock
5087,87,6,289,48,271,2025-11-26,2025-12-14,In Stock
5088,88,6,431,61,65,2025-08-08,2025-09-08,Overstock
5089,89,6,4,33,144,2025-11-08,2025-11-26,Low Stock
5090,90,6,10,22,281,2025-07-25,2025-08-26,Low Stock
5091,91,6,117,66,261,2025-04-08,2025-04-30,In Stock
5092,92,6,219,44,247,2025-06-15,2025-07-06,In Stock
5093,93,6,336,33,122,2025-08-20,2025-09-02,In Stock
5094,94,6,252,98,86,2025-08-17,2025-09-03,In Stock
5095,95,6,214,97,137,2025-02-17,2025-03-21,In Stock
5096,96,6,332,69,201,2025-03-31,2025-04-10,In Stock
5097,97,6,34,98,126,2025-02-08,2025-02-28,Low Stock
5098,98,6,304,66,267,2025-04-11,2025-05-24,In Stock
5099,99,6,147,74,222,2025-10-24,2025-11-09,In Stock
5100,100,6,224,54,250,2025-01-31,2025-03-02,In Stock
5101,101,6,488,92,295,2025-04-04,2025-04-16,Overstock
5102,102,6,309,49,243,2025-09-20,2025-10-11,In Stock
5103,103,6,457,92,139,2025-10-13,2025-11-22,Overstock
5104,104,6,256,75,223,2025-12-17,2026-01-21,In Stock
5105,105,6,386,48,179,2025-03-18,2025-04-24,In Stock
5106,106,6,363,20,261,2025-05-23,2025-06-26,In Stock
5107,107,6,101,35,138,2025-03-30,2025-04-17,In Stock
5108,108,6,105,88,196,2025-01-23,2025-02-13,In Stock
5109,109,6,78,91,61,2025-01-04,2025-01-30,Low Stock
5110,110,6,270,34,243,2025-10-27,2025-11-13,In Stock
5111,111,6,207,90,172,2025-02-10,2025-03-16,In Stock
5112,112,6,467,35,245,2025-12-20,2025-12-28,Overstock
5113,113,6,301,35,191,2025-10-18,2025-11-19,In Stock
5114,114,6,11,91,271,2025-04-09,2025-05-02,Low Stock
5115,115,6,137,27,188,2025-11-05,2025-11-27,In Stock
5116,116,6,80,36,181,2025-08-07,2025-08-22,In Stock
5117,117,6,142,63,199,2025-05-12,2025-05-29,In Stock
5118,118,6,48,49,231,2025-10-14,2025-10-24,Low Stock
5119,119,6,23,69,300,2025-11-24,2025-12-28,Low Stock
5120,120,6,394,28,284,2025-03-28,2025-04-04,In Stock
5121,121,6,120,46,150,2025-07-23,2025-08-04,In Stock
5122,122,6,383,89,263,2025-02-05,2025-03-14,In Stock
5123,123,6,428,93,162,2025-06-12,2025-06-27,Overstock
5124,124,6,22,62,226,2025-09-13,2025-09-22,Low Stock
5125,125,6,292,86,213,2025-01-10,2025-02-18,In Stock
5126,126,6,490,80,277,2025-10-19,2025-11-02,Overstock
5127,127,6,177,55,276,2025-08-01,2025-09-11,In Stock
5128,128,6,475,77,110,2025-08-26,2025-09-14,Overstock
5129,129,6,194,75,73,2025-09-08,2025-10-07,In Stock
5130,130,6,225,44,282,2025-09-24,2025-10-07,In Stock
5131,131,6,143,43,293,2025-12-13,2026-01-25,In Stock
5132,132,6,174,99,136,2025-10-22,2025-11-14,In Stock
5133,133,6,204,93,52,2025-09-24,2025-10-18,In Stock
5134,134,6,417,92,182,2025-07-01,2025-08-02,Overstock
5135,135,6,210,79,97,2025-07-25,2025-08-03,In Stock
5136,136,6,66,49,82,2025-02-14,2025-03-10,In Stock
5137,137,6,149,86,232,2025-05-10,2025-05-31,In Stock
5138,138,6,300,22,191,2025-05-09,2025-06-23,In Stock
5139,139,6,322,24,70,2025-04-24,2025-05-09,In Stock
5140,140,6,189,80,165,2025-07-18,2025-07-31,In Stock
5141,141,6,361,23,266,2025-04-21,2025-05-31,In Stock
5142,142,6,253,25,293,2025-02-10,2025-03-22,In Stock
5143,143,6,256,98,248,2025-02-03,2025-02-22,In Stock
5144,144,6,0,62,140,2025-01-23,2025-02-27,Out of Stock
5145,145,6,56,38,190,2025-10-21,2025-11-27,In Stock
5146,146,6,361,63,152,2025-10-10,2025-11-24,In Stock
5147,147,6,163,53,278,2025-09-08,2025-10-17,In Stock
5148,148,6,203,94,125,2025-12-28,2026-01-29,In Stock
5149,149,6,53,75,74,2025-06-23,2025-06-30,Low Stock
5150,150,6,188,64,150,2025-04-12,2025-05-10,In Stock
5151,151,6,456,87,212,2025-10-16,2025-11-17,Overstock
5152,152,6,44,70,199,2025-09-16,2025-10-04,Low Stock
5153,153,6,398,98,54,2025-04-18,2025-05-24,In Stock
5154,154,6,247,67,129,2025-06-08,2025-06-22,In Stock
5155,155,6,136,63,289,2025-08-25,2025-09-03,In Stock
5156,156,6,471,26,81,2025-02-10,2025-03-23,Overstock
5157,157,6,468,55,51,2025-11-08,2025-12-09,Overstock
5158,158,6,5,68,175,2025-03-03,2025-04-10,Low Stock
5159,159,6,188,96,236,2025-02-01,2025-03-08,In Stock
5160,160,6,50,93,159,2025-01-08,2025-02-18,Low Stock
5161,161,6,192,27,82,2025-07-27,2025-08-23,In Stock
5162,162,6,453,49,164,2025-08-01,2025-09-13,Overstock
5163,163,6,399,58,168,2025-12-08,2025-12-28,In Stock
5164,164,6,367,73,114,2025-04-09,2025-05-15,In Stock
5165,165,6,323,74,162,2025-01-18,2025-02-07,In Stock
5166,166,6,444,60,136,2025-04-10,2025-04-22,Overstock
5167,167,6,184,46,162,2025-02-24,2025-03-17,In Stock
5168,168,6,206,33,227,2025-11-21,2025-12-31,In Stock
5169,169,6,181,93,146,2025-08-20,2025-08-28,In Stock
5170,170,6,463,31,54,2025-05-18,2025-06-18,Overstock
5171,171,6,54,87,168,2025-12-06,2025-12-27,Low Stock
5172,172,6,99,48,219,2025-08-29,2025-10-01,In Stock
5173,173,6,41,57,239,2025-04-28,2025-06-05,Low Stock
5174,174,6,483,73,102,2025-07-13,2025-08-05,Overstock
5175,175,6,176,29,163,2025-12-09,2026-01-13,In Stock
5176,176,6,97,60,155,2025-10-14,2025-11-15,In Stock
5177,177,6,478,37,74,2025-08-23,2025-10-05,Overstock
5178,178,6,423,56,283,2025-11-21,2025-12-14,Overstock
5179,179,6,348,83,271,2025-08-02,2025-08-13,In Stock
5180,180,6,306,69,267,2025-08-13,2025-09-16,In Stock
5181,181,6,165,22,207,2025-01-23,2025-02-14,In Stock
5182,182,6,305,66,213,2025-10-10,2025-11-22,In Stock
5183,183,6,23,85,222,2025-10-12,2025-11-17,Low Stock
5184,184,6,459,68,95,2025-09-23,2025-11-06,Overstock
5185,185,6,82,59,111,2025-04-27,2025-05-11,In Stock
5186,186,6,480,88,192,2025-10-17,2025-11-06,Overstock
5187,187,6,12,29,153,2025-10-25,2025-11-13,Low Stock
5188,188,6,214,66,242,2025-09-07,2025-10-16,In Stock
5189,189,6,396,30,244,2025-06-22,2025-07-31,In Stock
5190,190,6,175,51,52,2025-02-05,2025-03-13,In Stock
5191,191,6,330,76,256,2025-03-09,2025-04-18,In Stock
5192,192,6,367,39,201,2025-12-01,2026-01-10,In Stock
5193,193,6,185,37,104,2025-01-19,2025-02-11,In Stock
5194,194,6,319,45,282,2025-01-19,2025-01-30,In Stock
5195,195,6,494,60,255,2025-12-23,2026-01-16,Overstock
5196,196,6,337,48,59,2025-12-01,2026-01-13,In Stock
5197,197,6,456,34,60,2025-11-17,2025-12-23,Overstock
5198,198,6,27,94,185,2025-02-26,2025-03-18,Low Stock
5199,199,6,327,68,281,2025-01-11,2025-02-23,In Stock
5200,200,6,371,98,157,2025-12-04,2025-12-22,In Stock
5201,201,6,169,75,254,2025-04-18,2025-05-13,In Stock
5202,202,6,419,60,111,2025-04-10,2025-05-20,Overstock
5203,203,6,435,59,216,2025-02-07,2025-03-19,Overstock
5204,204,6,365,47,153,2025-02-26,2025-03-28,In Stock
5205,205,6,117,54,261,2025-10-28,2025-11-17,In Stock
5206,206,6,325,73,245,2025-01-10,2025-02-22,In Stock
5207,207,6,243,61,123,2025-11-02,2025-12-04,In Stock
5208,208,6,85,34,142,2025-04-29,2025-06-01,In Stock
5209,209,6,415,29,243,2025-05-03,2025-05-21,Overstock
5210,210,6,306,70,177,2025-03-23,2025-04-19,In Stock
5211,211,6,169,98,293,2025-04-01,2025-04-08,In Stock
5212,212,6,366,41,120,2025-01-08,2025-02-08,In Stock
5213,213,6,13,74,259,2025-12-21,2026-01-20,Low Stock
5214,214,6,89,63,197,2025-09-02,2025-09-22,In Stock
5215,215,6,327,85,300,2025-05-20,2025-05-28,In Stock
5216,216,6,217,81,137,2025-05-15,2025-06-22,In Stock
5217,217,6,450,41,149,2025-12-27,2026-01-15,Overstock
5218,218,6,237,97,223,2025-07-06,2025-08-14,In Stock
5219,219,6,234,78,72,2025-01-29,2025-03-06,In Stock
5220,220,6,124,46,255,2025-12-27,2026-01-16,In Stock
5221,221,6,144,61,207,2025-04-11,2025-05-12,In Stock
5222,222,6,435,54,52,2025-01-12,2025-01-24,Overstock
5223,223,6,287,49,281,2025-01-22,2025-02-04,In Stock
5224,224,6,492,34,162,2025-01-08,2025-02-13,Overstock
5225,225,6,307,77,152,2025-10-12,2025-11-14,In Stock
5226,226,6,301,21,251,2025-08-27,2025-10-04,In Stock
5227,227,6,392,58,152,2025-04-14,2025-05-12,In Stock
5228,228,6,445,50,142,2025-12-30,2026-01-23,Overstock
5229,229,6,92,51,290,2025-06-28,2025-07-22,In Stock
5230,230,6,367,62,213,2025-03-04,2025-03-11,In Stock
5231,231,6,44,47,115,2025-09-09,2025-10-08,Low Stock
5232,232,6,454,23,292,2025-11-15,2025-11-26,Overstock
5233,233,6,189,90,119,2025-10-14,2025-11-17,In Stock
5234,234,6,275,76,81,2025-02-08,2025-03-20,In Stock
5235,235,6,29,76,161,2025-06-03,2025-06-10,Low Stock
5236,236,6,330,83,241,2025-10-01,2025-11-06,In Stock
5237,237,6,128,75,275,2025-12-07,2025-12-26,In Stock
5238,238,6,291,30,269,2025-08-11,2025-09-08,In Stock
5239,239,6,373,42,146,2025-02-06,2025-02-15,In Stock
5240,240,6,352,87,256,2025-06-21,2025-08-02,In Stock
5241,241,6,185,92,119,2025-08-26,2025-09-17,In Stock
5242,242,6,390,80,246,2025-12-15,2026-01-25,In Stock
5243,243,6,230,63,102,2025-02-19,2025-03-30,In Stock
5244,244,6,500,61,265,2025-05-30,2025-06-06,Overstock
5245,245,6,56,93,144,2025-05-19,2025-06-11,Low Stock
5246,246,6,361,59,62,2025-10-27,2025-11-19,In Stock
5247,247,6,21,93,59,2025-04-24,2025-06-07,Low Stock
5248,248,6,129,36,72,2025-03-20,2025-04-27,In Stock
5249,249,6,329,93,67,2025-02-24,2025-04-09,In Stock
5250,250,6,131,20,111,2025-04-02,2025-05-16,In Stock
5251,251,6,379,73,77,2025-10-07,2025-11-16,In Stock
5252,252,6,484,28,82,2025-07-01,2025-08-13,Overstock
5253,253,6,317,96,240,2025-07-29,2025-08-24,In Stock
5254,254,6,278,92,62,2025-04-14,2025-04-29,In Stock
5255,255,6,135,50,291,2025-12-18,2026-01-28,In Stock
5256,256,6,361,66,288,2025-08-10,2025-09-06,In Stock
5257,257,6,131,59,153,2025-11-09,2025-12-18,In Stock
5258,258,6,414,44,257,2025-09-19,2025-10-03,Overstock
5259,259,6,93,53,241,2025-12-29,2026-01-26,In Stock
5260,260,6,168,62,205,2025-08-06,2025-09-01,In Stock
5261,261,6,365,76,89,2025-12-02,2025-12-09,In Stock
5262,262,6,24,53,94,2025-08-10,2025-08-24,Low Stock
5263,263,6,245,71,200,2025-07-29,2025-08-16,In Stock
5264,264,6,399,77,52,2025-03-23,2025-04-18,In Stock
5265,265,6,460,66,102,2025-02-23,2025-03-05,Overstock
5266,266,6,197,71,104,2025-10-20,2025-11-12,In Stock
5267,267,6,353,68,138,2025-11-23,2025-12-17,In Stock
5268,268,6,79,52,238,2025-08-31,2025-09-19,In Stock
5269,269,6,36,98,175,2025-07-01,2025-07-20,Low Stock
5270,270,6,114,50,135,2025-01-16,2025-02-24,In Stock
5271,271,6,467,49,80,2025-06-09,2025-07-05,Overstock
5272,272,6,292,76,281,2025-08-01,2025-08-18,In Stock
5273,273,6,303,97,205,2025-02-08,2025-02-16,In Stock
5274,274,6,65,69,221,2025-04-26,2025-06-04,Low Stock
5275,275,6,303,48,53,2025-01-31,2025-02-17,In Stock
5276,276,6,222,30,205,2025-05-13,2025-05-25,In Stock
5277,277,6,398,32,194,2025-02-27,2025-04-08,In Stock
5278,278,6,443,97,218,2025-12-05,2026-01-19,Overstock
5279,279,6,279,27,102,2025-12-04,2025-12-22,In Stock
5280,280,6,124,34,62,2025-11-22,2025-12-19,In Stock
5281,281,6,56,32,63,2025-07-01,2025-08-11,In Stock
5282,282,6,183,50,65,2025-04-03,2025-04-25,In Stock
5283,283,6,352,39,198,2025-12-27,2026-02-01,In Stock
5284,284,6,343,85,73,2025-06-02,2025-07-02,In Stock
5285,285,6,364,26,265,2025-12-04,2025-12-25,In Stock
5286,286,6,157,65,176,2025-01-05,2025-02-08,In Stock
5287,287,6,382,76,283,2025-12-14,2026-01-07,In Stock
5288,288,6,73,100,170,2025-03-01,2025-04-13,Low Stock
5289,289,6,139,46,203,2025-09-23,2025-10-25,In Stock
5290,290,6,301,86,249,2025-03-06,2025-03-13,In Stock
5291,291,6,371,100,240,2025-09-12,2025-09-30,In Stock
5292,292,6,446,46,119,2025-07-21,2025-09-01,Overstock
5293,293,6,1,35,273,2025-06-15,2025-07-11,Low Stock
5294,294,6,254,94,153,2025-06-07,2025-07-11,In Stock
5295,295,6,210,52,265,2025-12-05,2026-01-17,In Stock
5296,296,6,312,54,212,2025-11-23,2025-12-07,In Stock
5297,297,6,115,83,65,2025-06-18,2025-06-30,In Stock
5298,298,6,82,68,163,2025-02-15,2025-03-11,In Stock
5299,299,6,48,72,56,2025-11-11,2025-12-19,Low Stock
5300,300,6,69,91,225,2025-07-05,2025-07-20,Low Stock
5301,301,6,275,68,226,2025-03-24,2025-03-31,In Stock
5302,302,6,182,34,274,2025-04-30,2025-05-29,In Stock
5303,303,6,460,27,65,2025-11-26,2025-12-16,Overstock
5304,304,6,132,43,115,2025-03-05,2025-03-13,In Stock
5305,305,6,121,21,241,2025-04-11,2025-05-09,In Stock
5306,306,6,155,28,69,2025-12-03,2025-12-24,In Stock
5307,307,6,292,69,246,2025-08-06,2025-09-07,In Stock
5308,308,6,167,26,120,2025-03-17,2025-04-13,In Stock
5309,309,6,64,40,71,2025-10-24,2025-11-22,In Stock
5310,310,6,430,30,63,2025-04-10,2025-04-18,Overstock
5311,311,6,396,22,260,2025-12-23,2026-01-13,In Stock
5312,312,6,189,45,130,2025-05-24,2025-06-08,In Stock
5313,313,6,345,64,96,2025-11-17,2025-12-21,In Stock
5314,314,6,235,34,185,2025-07-24,2025-08-03,In Stock
5315,315,6,450,79,187,2025-02-02,2025-03-12,Overstock
5316,316,6,93,27,125,2025-06-07,2025-06-20,In Stock
5317,317,6,413,73,81,2025-05-25,2025-06-21,Overstock
5318,318,6,174,38,219,2025-06-13,2025-07-04,In Stock
5319,319,6,73,22,102,2025-06-19,2025-07-11,In Stock
5320,320,6,130,94,100,2025-07-08,2025-07-31,In Stock
5321,321,6,50,96,297,2025-08-30,2025-09-07,Low Stock
5322,322,6,402,51,292,2025-12-15,2026-01-22,Overstock
5323,323,6,433,82,242,2025-12-21,2026-01-22,Overstock
5324,324,6,328,60,148,2025-05-24,2025-06-08,In Stock
5325,325,6,116,55,175,2025-07-02,2025-07-13,In Stock
5326,326,6,273,33,296,2025-12-11,2025-12-22,In Stock
5327,327,6,61,28,244,2025-03-20,2025-04-11,In Stock
5328,328,6,1,52,138,2025-07-13,2025-08-25,Low Stock
5329,329,6,438,40,186,2025-09-01,2025-09-21,Overstock
5330,330,6,337,95,168,2025-04-15,2025-05-09,In Stock
5331,331,6,304,28,71,2025-08-12,2025-09-01,In Stock
5332,332,6,380,54,86,2025-06-08,2025-06-29,In Stock
5333,333,6,102,100,136,2025-11-23,2025-12-13,In Stock
5334,334,6,214,51,128,2025-10-15,2025-10-31,In Stock
5335,335,6,280,64,273,2025-03-21,2025-05-04,In Stock
5336,336,6,272,53,94,2025-09-18,2025-10-31,In Stock
5337,337,6,420,70,177,2025-09-26,2025-10-04,Overstock
5338,338,6,478,79,55,2025-09-09,2025-10-18,Overstock
5339,339,6,331,73,231,2025-03-25,2025-04-17,In Stock
5340,340,6,195,84,253,2025-05-26,2025-06-09,In Stock
5341,341,6,12,36,211,2025-12-21,2026-01-07,Low Stock
5342,342,6,68,98,79,2025-08-03,2025-09-03,Low Stock
5343,343,6,182,83,154,2025-01-14,2025-02-16,In Stock
5344,344,6,277,53,61,2025-08-31,2025-09-30,In Stock
5345,345,6,71,60,194,2025-02-21,2025-03-03,In Stock
5346,346,6,434,40,242,2025-08-30,2025-09-22,Overstock
5347,347,6,263,20,122,2025-12-17,2026-01-29,In Stock
5348,348,6,256,86,208,2025-09-04,2025-10-06,In Stock
5349,349,6,148,92,226,2025-01-30,2025-03-11,In Stock
5350,350,6,53,81,256,2025-01-01,2025-01-20,Low Stock
5351,351,6,196,39,102,2025-01-02,2025-01-30,In Stock
5352,352,6,18,80,107,2025-02-28,2025-04-11,Low Stock
5353,353,6,122,50,295,2025-05-30,2025-07-14,In Stock
5354,354,6,357,74,86,2025-11-09,2025-12-04,In Stock
5355,355,6,169,72,206,2025-08-28,2025-09-14,In Stock
5356,356,6,132,28,180,2025-12-21,2026-01-12,In Stock
5357,357,6,81,72,186,2025-10-05,2025-11-01,In Stock
5358,358,6,438,48,170,2025-08-05,2025-08-29,Overstock
5359,359,6,100,95,110,2025-01-15,2025-01-25,In Stock
5360,360,6,317,41,276,2025-10-16,2025-11-07,In Stock
5361,361,6,136,34,264,2025-06-09,2025-06-30,In Stock
5362,362,6,218,28,242,2025-01-25,2025-02-11,In Stock
5363,363,6,339,50,100,2025-08-13,2025-08-21,In Stock
5364,364,6,319,82,64,2025-02-03,2025-03-17,In Stock
5365,365,6,299,61,189,2025-11-18,2025-12-02,In Stock
5366,366,6,444,20,127,2025-12-07,2026-01-20,Overstock
5367,367,6,95,87,252,2025-01-25,2025-02-15,In Stock
5368,368,6,115,63,60,2025-12-14,2026-01-11,In Stock
5369,369,6,500,88,258,2025-02-17,2025-03-23,Overstock
5370,370,6,85,27,214,2025-07-07,2025-08-18,In Stock
5371,371,6,394,87,103,2025-05-28,2025-06-19,In Stock
5372,372,6,396,24,112,2025-07-16,2025-08-04,In Stock
5373,373,6,449,21,60,2025-02-14,2025-03-02,Overstock
5374,374,6,425,46,93,2025-04-18,2025-05-21,Overstock
5375,375,6,276,36,279,2025-02-10,2025-03-24,In Stock
5376,376,6,307,85,297,2025-12-16,2025-12-30,In Stock
5377,377,6,407,24,230,2025-12-07,2025-12-28,Overstock
5378,378,6,116,92,262,2025-09-23,2025-09-30,In Stock
5379,379,6,137,90,121,2025-10-01,2025-11-02,In Stock
5380,380,6,464,25,132,2025-08-26,2025-09-16,Overstock
5381,381,6,2,66,105,2025-07-03,2025-08-01,Low Stock
5382,382,6,321,27,211,2025-08-06,2025-08-28,In Stock
5383,383,6,295,57,219,2025-11-25,2026-01-07,In Stock
5384,384,6,140,86,130,2025-01-09,2025-02-03,In Stock
5385,385,6,271,46,94,2025-06-06,2025-07-07,In Stock
5386,386,6,320,50,139,2025-02-20,2025-03-21,In Stock
5387,387,6,327,36,89,2025-02-27,2025-03-24,In Stock
5388,388,6,163,82,99,2025-05-05,2025-05-24,In Stock
5389,389,6,12,32,56,2025-11-27,2025-12-22,Low Stock
5390,390,6,45,39,140,2025-08-01,2025-08-12,In Stock
5391,391,6,351,53,102,2025-10-08,2025-11-17,In Stock
5392,392,6,175,43,56,2025-11-14,2025-12-21,In Stock
5393,393,6,454,93,240,2025-02-03,2025-02-22,Overstock
5394,394,6,306,42,159,2025-03-02,2025-03-23,In Stock
5395,395,6,347,97,208,2025-11-11,2025-12-08,In Stock
5396,396,6,443,91,93,2025-03-12,2025-03-19,Overstock
5397,397,6,478,21,245,2025-04-13,2025-05-24,Overstock
5398,398,6,278,95,290,2025-02-03,2025-02-15,In Stock
5399,399,6,260,34,288,2025-06-05,2025-07-08,In Stock
5400,400,6,199,100,60,2025-03-04,2025-03-16,In Stock
5401,401,6,209,61,241,2025-09-15,2025-10-16,In Stock
5402,402,6,400,46,174,2025-07-31,2025-09-02,Overstock
5403,403,6,288,79,292,2025-07-02,2025-08-05,In Stock
5404,404,6,295,23,118,2025-01-24,2025-02-23,In Stock
5405,405,6,19,52,263,2025-09-08,2025-10-02,Low Stock
5406,406,6,269,78,221,2025-09-02,2025-09-14,In Stock
5407,407,6,453,41,62,2025-08-18,2025-09-20,Overstock
5408,408,6,310,93,168,2025-07-14,2025-08-18,In Stock
