return_id,order_id,order_item_id,customer_id,product_id,return_date,return_quantity,return_reason,refund_amount,return_status
1367,7795,23529,1980,692,2025-01-23,2,Size/Fit Issue,60228.52,Completed
1368,7809,23567,8804,525,2025-12-15,1,Wrong Product,64720.45,Completed
1369,7816,23597,7623,868,2025-04-06,1,Quality Issue,30561.21,Completed
1370,7823,23618,8242,604,2023-04-02,1,Damaged Product,36921.48,Completed
1371,7833,23646,1116,662,2023-10-22,1,Size/Fit Issue,43228.98,Completed
1372,7834,23650,1720,453,2025-11-22,1,Damaged Product,16365.34,Completed
1373,7837,23657,8405,734,2024-11-21,1,Product Not as Expected,4017.31,Completed
1374,7848,23689,312,273,2025-09-30,1,Size/Fit Issue,58733.95,Completed
1375,7854,23706,5782,607,2025-03-10,1,Wrong Product,4401.63,Completed
1376,7856,23716,4205,532,2024-10-24,2,Size/Fit Issue,120054.58,Completed
1377,7863,23744,5409,176,2025-12-18,1,Wrong Product,4905.76,Completed
1378,7863,23745,5409,815,2025-12-18,1,Damaged Product,36440.07,Completed
1379,7877,23779,3308,978,2024-08-23,3,Damaged Product,211074.9,Completed
1380,7878,23780,1951,491,2024-07-05,1,Changed Mind,51840.67,Completed
1381,7880,23788,6105,207,2025-05-18,2,Wrong Product,167966.96,Completed
1382,7880,23792,6105,296,2025-05-18,1,Quality Issue,34627.87,Completed
1383,7882,23796,5676,603,2025-07-13,1,Product Not as Expected,3198.92,Completed
1384,7882,23797,5676,385,2025-07-13,1,Quality Issue,51195.51,Completed
1385,7882,23799,5676,2,2025-07-13,1,Late Delivery,76394.93,Completed
1386,7894,23840,5924,931,2023-05-17,3,Changed Mind,179212.83,Completed
1387,7901,23871,6494,484,2024-10-08,1,Product Not as Expected,62844.55,Completed
1388,7907,23893,3751,592,2025-02-26,1,Late Delivery,8207.23,Completed
1389,7909,23895,8293,605,2023-02-03,1,Wrong Product,28301.75,Completed
1390,7919,23930,4145,202,2023-04-25,2,Product Not as Expected,64711.1,Completed
1391,7919,23931,4145,292,2023-04-25,1,Late Delivery,55597.58,Completed
1392,7924,23948,6669,630,2025-08-16,2,Quality Issue,81594.52,Completed
1393,7929,23964,7680,938,2025-08-14,1,Late Delivery,41472.77,Completed
1394,7938,23993,9979,966,2024-07-17,1,Damaged Product,45203.42,Completed
1395,7942,24004,5637,544,2024-06-11,1,Damaged Product,60516.54,Completed
1396,7947,24021,7526,938,2025-04-21,1,Quality Issue,41472.77,Completed
1397,7949,24026,7360,600,2023-08-12,1,Size/Fit Issue,10564.52,Completed
1398,7950,24031,7516,641,2024-09-18,1,Late Delivery,12415.84,Completed
1399,7953,24040,8295,572,2023-04-16,2,Product Not as Expected,33609.12,Completed
1400,7956,24050,9580,638,2023-01-08,2,Damaged Product,97672.22,Completed
1401,7964,24074,5125,306,2023-11-28,2,Quality Issue,87705.76,Completed
1402,7966,24076,2242,439,2025-09-12,1,Changed Mind,45327.89,Completed
1403,7980,24129,6420,678,2024-06-09,1,Quality Issue,49387.32,Completed
1404,7983,24137,2036,717,2023-03-21,2,Quality Issue,159317.04,Completed
1405,7984,24141,5654,498,2024-11-06,1,Quality Issue,59585.39,Completed
1406,8003,24200,9364,328,2024-05-07,2,Wrong Product,142254.52,Completed
1407,8013,24234,7688,324,2024-08-21,1,Damaged Product,65084.11,Completed
1408,8015,24237,2469,956,2023-03-07,3,Quality Issue,117978.42,Completed
1409,8016,24244,8293,429,2023-04-12,1,Late Delivery,13493.42,Completed
1410,8022,24259,2988,733,2024-06-04,1,Product Not as Expected,2797.99,Completed
1411,8024,24270,4070,254,2025-03-13,3,Late Delivery,243763.08,Completed
1412,8029,24285,1426,937,2025-11-07,1,Wrong Product,75287.48,Completed
1413,8032,24292,1762,387,2023-10-14,1,Size/Fit Issue,52394.46,Completed
1414,8033,24293,6080,994,2023-04-28,1,Changed Mind,55468.6,Completed
1415,8033,24296,6080,590,2023-04-28,3,Size/Fit Issue,97456.89,Completed
1416,8039,24310,1593,649,2023-12-10,1,Wrong Product,52465.73,Completed
1417,8044,24331,5261,719,2025-02-01,1,Changed Mind,77732.75,Completed
1418,8051,24350,6958,418,2024-12-03,1,Changed Mind,6259.15,Completed
1419,8053,24355,9658,63,2023-10-19,1,Wrong Product,19746.23,Completed
1420,8055,24360,9421,821,2025-05-13,2,Quality Issue,77776.0,Completed
1421,8058,24365,1523,92,2023-12-26,2,Damaged Product,40944.82,Completed
1422,8067,24394,1898,633,2024-12-27,3,Product Not as Expected,48813.51,Completed
1423,8071,24410,1381,498,2024-01-21,1,Damaged Product,59585.39,Completed
1424,8072,24415,1002,144,2024-09-21,1,Product Not as Expected,40469.54,Completed
1425,8075,24430,8572,751,2025-12-21,1,Damaged Product,67959.34,Completed
1426,8076,24432,7210,64,2025-05-23,2,Late Delivery,25732.4,Completed
1427,8076,24436,7210,678,2025-05-23,1,Damaged Product,49387.32,Completed
1428,8083,24454,1499,705,2025-04-28,1,Damaged Product,48444.42,Completed
1429,8084,24459,6106,834,2023-06-26,1,Changed Mind,10608.23,Completed
1430,8106,24504,7701,535,2023-09-13,1,Size/Fit Issue,41797.84,Completed
1431,8120,24542,1115,247,2023-10-02,1,Size/Fit Issue,54589.55,Completed
1432,8120,24544,1115,69,2023-10-02,1,Late Delivery,32929.62,Completed
1433,8124,24558,1703,716,2023-06-15,1,Late Delivery,37907.5,Completed
1434,8129,24579,403,574,2023-08-13,1,Quality Issue,8147.88,Completed
1435,8130,24582,7063,990,2023-05-12,1,Damaged Product,16191.64,Completed
1436,8132,24588,266,525,2025-06-14,1,Late Delivery,64720.45,Completed
1437,8157,24663,9027,631,2024-02-19,1,Late Delivery,16754.77,Completed
1438,8164,24678,2339,2,2023-04-16,1,Size/Fit Issue,76394.93,Completed
1439,8168,24690,9674,3,2024-08-28,1,Quality Issue,43470.0,Completed
1440,8169,24695,4735,92,2025-09-18,2,Late Delivery,40944.82,Completed
1441,8169,24698,4735,776,2025-09-18,1,Late Delivery,26241.11,Completed
1442,8178,24727,7795,273,2024-02-13,1,Quality Issue,58733.95,Completed
1443,8196,24764,7880,990,2023-08-22,1,Wrong Product,16191.64,Completed
1444,8196,24767,7880,682,2023-08-22,1,Late Delivery,88961.65,Completed
1445,8210,24800,3471,831,2024-08-24,1,Wrong Product,72426.36,Completed
1446,8224,24847,6799,14,2023-06-03,3,Quality Issue,75558.51,Completed
1447,8230,24868,5010,727,2023-07-14,2,Product Not as Expected,90373.68,Completed
1448,8236,24887,6541,458,2025-06-01,1,Wrong Product,35705.95,Completed
1449,8236,24888,6541,231,2025-06-01,1,Wrong Product,21715.73,Completed
1450,8238,24894,5030,69,2024-04-27,1,Damaged Product,32929.62,Completed
1451,8239,24895,2627,343,2024-01-26,2,Wrong Product,5042.44,Completed
1452,8240,24900,2532,115,2024-12-09,1,Changed Mind,15951.35,Completed
1453,8242,24906,4322,818,2024-06-24,1,Late Delivery,2517.2,Completed
1454,8249,24931,3444,543,2023-07-26,1,Changed Mind,44593.0,Completed
1455,8259,24961,2080,680,2024-03-29,1,Damaged Product,66428.17,Completed
1456,8262,24970,9436,776,2024-12-17,1,Changed Mind,26241.11,Completed
1457,8271,24993,4879,138,2025-12-28,1,Size/Fit Issue,30140.42,Completed
1458,8289,25041,4376,717,2025-01-29,1,Product Not as Expected,79658.52,Completed
1459,8295,25060,7479,106,2023-01-05,1,Late Delivery,46627.58,Completed
1460,8301,25080,6946,923,2025-01-26,2,Size/Fit Issue,6680.94,Completed
1461,8303,25089,5762,712,2024-01-11,1,Size/Fit Issue,7038.7,Completed
1462,8309,25107,1788,221,2025-07-16,2,Damaged Product,19002.04,Completed
1463,8310,25109,1806,202,2025-05-15,2,Size/Fit Issue,64711.1,Completed
1464,8312,25112,3415,439,2024-01-05,1,Product Not as Expected,45327.89,Completed
1465,8312,25114,3415,990,2024-01-05,2,Damaged Product,32383.28,Completed
1466,8314,25119,8042,681,2023-02-03,1,Size/Fit Issue,68806.9,Completed
1467,8316,25131,4921,576,2023-03-30,3,Size/Fit Issue,187255.92,Completed
1468,8323,25153,2053,821,2025-05-21,1,Late Delivery,38888.0,Completed
1469,8323,25155,2053,573,2025-05-21,1,Product Not as Expected,17211.31,Completed
1470,8323,25156,2053,102,2025-05-21,2,Late Delivery,83339.76,Completed
1471,8324,25157,5914,460,2025-07-02,1,Wrong Product,19125.51,Completed
1472,8345,25211,8695,919,2025-01-01,1,Damaged Product,36511.72,Completed
1473,8347,25216,1257,258,2024-06-01,4,Size/Fit Issue,123649.0,Completed
1474,8347,25217,1257,591,2024-06-01,1,Quality Issue,23915.96,Completed
1475,8350,25223,5304,197,2025-09-12,1,Size/Fit Issue,18177.19,Completed
1476,8364,25256,7337,216,2023-07-26,1,Quality Issue,2917.11,Completed
1477,8366,25263,8118,303,2025-08-28,1,Product Not as Expected,30281.73,Completed
1478,8367,25264,3645,814,2025-04-04,2,Late Delivery,58358.72,Completed
1479,8372,25273,5479,441,2025-10-28,3,Late Delivery,22676.61,Completed
1480,8374,25280,6267,23,2024-11-05,2,Late Delivery,8379.54,Completed
1481,8381,25301,6386,535,2023-04-14,1,Changed Mind,41797.84,Completed
1482,8388,25321,9189,528,2024-11-14,1,Wrong Product,48686.63,Completed
1483,8398,25351,6946,883,2024-03-26,1,Size/Fit Issue,70912.74,Completed
1484,8409,25385,9102,403,2024-01-29,2,Product Not as Expected,27233.04,Completed
1485,8420,25416,2026,502,2024-03-31,1,Wrong Product,49931.02,Completed
1486,8421,25422,5533,676,2024-09-24,1,Size/Fit Issue,9536.35,Completed
1487,8423,25429,7140,67,2025-07-25,1,Quality Issue,27469.03,Completed
1488,8429,25440,5725,975,2025-12-25,3,Size/Fit Issue,158438.79,Completed
1489,8444,25480,6788,241,2024-07-17,1,Product Not as Expected,34918.52,Completed
1490,8450,25494,3793,273,2024-08-20,1,Changed Mind,58733.95,Completed
1491,8450,25496,3793,544,2024-08-20,1,Changed Mind,60516.54,Completed
1492,8452,25503,4004,331,2024-11-25,1,Quality Issue,20733.41,Completed
1493,8457,25511,7657,550,2025-01-28,2,Wrong Product,16397.22,Completed
1494,8464,25540,7758,25,2025-05-15,1,Wrong Product,30269.48,Completed
1495,8470,25554,6260,410,2023-08-23,1,Size/Fit Issue,18525.02,Completed
1496,8470,25555,6260,990,2023-08-23,1,Damaged Product,16191.64,Completed
1497,8485,25602,2528,684,2025-03-21,1,Changed Mind,24811.38,Completed
1498,8495,25639,7496,41,2024-07-13,1,Damaged Product,47175.64,Completed
1499,8506,25681,1184,895,2025-06-06,2,Product Not as Expected,100734.0,Completed
1500,8509,25687,3285,186,2025-05-26,2,Damaged Product,126058.18,Completed
1501,8509,25688,3285,988,2025-05-26,1,Late Delivery,39079.27,Completed
1502,8510,25690,7362,479,2025-01-18,2,Changed Mind,2864.14,Completed
1503,8521,25728,4648,208,2024-02-02,1,Quality Issue,53391.84,Completed
1504,8524,25739,7092,156,2025-05-31,2,Quality Issue,51065.66,Completed
1505,8525,25740,606,294,2023-01-29,1,Late Delivery,41899.87,Completed
1506,8526,25745,1328,227,2024-01-07,1,Size/Fit Issue,15855.11,Completed
1507,8530,25758,1719,244,2025-07-30,2,Size/Fit Issue,57728.34,Completed
1508,8530,25759,1719,323,2025-07-30,1,Product Not as Expected,10234.87,Completed
1509,8533,25771,4761,427,2025-10-23,2,Size/Fit Issue,86277.32,Completed
1510,8538,25785,9882,674,2023-04-05,1,Size/Fit Issue,44208.19,Completed
1511,8540,25793,9054,836,2023-01-12,1,Late Delivery,41004.0,Completed
1512,8551,25826,5509,147,2024-03-15,1,Size/Fit Issue,18186.11,Completed
1513,8556,25841,4921,872,2024-05-30,1,Quality Issue,57660.72,Completed
1514,8558,25845,3557,735,2025-07-17,1,Product Not as Expected,18078.27,Completed
1515,8566,25870,467,498,2025-01-21,1,Quality Issue,59585.39,Completed
1516,8583,25917,9958,38,2025-11-07,1,Size/Fit Issue,76521.62,Completed
1517,8585,25924,9489,883,2024-07-12,1,Wrong Product,70912.74,Completed
1518,8601,25973,8614,947,2025-03-24,1,Late Delivery,9686.7,Completed
1519,8608,25996,4559,1000,2025-11-13,1,Product Not as Expected,35293.76,Completed
1520,8614,26015,4530,867,2024-04-30,2,Quality Issue,127944.06,Completed
1521,8624,26049,9701,324,2025-08-27,1,Size/Fit Issue,65084.11,Completed
1522,8645,26096,3136,123,2023-03-16,1,Wrong Product,12737.25,Completed
1523,8645,26099,3136,987,2023-03-16,1,Late Delivery,52051.56,Completed
1524,8680,26198,9827,439,2025-02-25,1,Quality Issue,45327.89,Completed
1525,8698,26249,4222,936,2023-12-24,1,Damaged Product,23282.26,Completed
1526,8698,26250,4222,661,2023-12-24,2,Changed Mind,13602.34,Completed
1527,8701,26258,4285,511,2023-05-07,1,Size/Fit Issue,9011.88,Completed
1528,8708,26281,6790,833,2023-11-01,2,Wrong Product,99968.1,Completed
1529,8708,26282,6790,771,2023-11-01,2,Quality Issue,123205.62,Completed
1530,8711,26290,6319,670,2025-09-05,1,Size/Fit Issue,52206.68,Completed
1531,8722,26318,7521,768,2025-01-19,1,Size/Fit Issue,22429.73,Completed
1532,8730,26342,383,342,2024-08-14,1,Changed Mind,15005.18,Completed
1533,8731,26344,272,603,2025-01-23,3,Size/Fit Issue,9596.76,Completed
1534,8734,26355,5806,462,2025-07-10,3,Quality Issue,127825.35,Completed
1535,8737,26363,6443,552,2023-01-20,1,Quality Issue,36436.81,Completed
1536,8741,26381,4038,31,2023-05-21,1,Late Delivery,5278.2,Completed
1537,8743,26387,1678,483,2024-12-03,1,Wrong Product,81445.06,Completed
1538,8744,26391,5460,935,2023-01-28,1,Quality Issue,58706.7,Completed
1539,8752,26410,5518,786,2025-09-30,1,Product Not as Expected,56688.37,Completed
1540,8753,26412,7798,819,2024-12-19,1,Late Delivery,46497.58,Completed
1541,8765,26443,1063,534,2025-07-21,1,Wrong Product,3962.65,Completed
1542,8782,26489,3132,864,2024-10-04,2,Damaged Product,20881.98,Completed
1543,8789,26512,2742,464,2025-12-07,1,Changed Mind,66431.66,Completed
1544,8793,26524,4475,918,2023-11-06,1,Late Delivery,12904.52,Completed
1545,8804,26556,5516,31,2025-01-22,1,Quality Issue,5278.2,Completed
1546,8811,26581,238,296,2023-11-10,1,Quality Issue,34627.87,Completed
1547,8818,26606,1672,52,2023-02-11,1,Quality Issue,25266.25,Completed
1548,8823,26622,7222,792,2023-06-12,1,Late Delivery,41133.39,Completed
1549,8832,26641,4986,376,2025-02-10,1,Size/Fit Issue,63521.81,Completed
1550,8842,26673,3506,609,2025-11-23,2,Product Not as Expected,4916.62,Completed
1551,8844,26680,1431,923,2023-02-23,1,Damaged Product,3340.47,Completed
1552,8845,26684,2080,395,2025-12-20,2,Quality Issue,64798.34,Completed
1553,8857,26711,8532,814,2024-09-03,1,Size/Fit Issue,29179.36,Completed
1554,8857,26715,8532,403,2024-09-03,1,Wrong Product,13616.52,Completed
1555,8883,26781,3024,135,2025-05-15,1,Quality Issue,54446.43,Completed
1556,8886,26790,5733,53,2024-09-16,2,Product Not as Expected,139255.74,Completed
1557,8886,26792,5733,869,2024-09-16,1,Quality Issue,27599.74,Completed
1558,8895,26817,4673,773,2025-06-20,1,Wrong Product,10661.83,Completed
1559,8902,26840,8053,91,2025-08-25,1,Product Not as Expected,35131.7,Completed
1560,8911,26874,9227,122,2024-05-17,3,Product Not as Expected,184398.81,Completed
1561,8923,26907,40,107,2023-11-03,1,Quality Issue,63426.1,Completed
1562,8928,26926,5819,10,2024-01-17,1,Damaged Product,2841.22,Completed
1563,8944,26971,3660,656,2023-08-22,1,Wrong Product,36160.85,Completed
1564,8957,27000,3895,278,2024-01-14,2,Damaged Product,64206.16,Completed
1565,8963,27018,9331,528,2024-09-19,1,Wrong Product,48686.63,Completed
1566,8966,27026,4294,186,2023-12-01,1,Size/Fit Issue,63029.09,Completed
1567,8996,27114,9026,901,2024-08-19,1,Damaged Product,49064.78,Completed
1568,8999,27124,5700,591,2024-07-07,2,Quality Issue,47831.92,Completed
1569,9002,27130,5646,726,2025-03-02,2,Size/Fit Issue,98255.66,Completed
1570,9005,27142,8096,966,2024-04-30,1,Changed Mind,45203.42,Completed
1571,9007,27149,9655,155,2024-07-04,1,Damaged Product,75355.28,Completed
1572,9009,27154,4604,170,2023-06-11,1,Changed Mind,52332.24,Completed
1573,9011,27157,1982,220,2024-04-06,1,Product Not as Expected,22042.27,Completed
1574,9029,27218,4466,868,2023-08-01,2,Damaged Product,61122.42,Completed
1575,9033,27228,6604,824,2025-10-16,1,Damaged Product,26487.37,Completed
1576,9035,27238,2119,727,2025-08-20,1,Changed Mind,45186.84,Completed
1577,9036,27241,4708,179,2024-07-05,1,Quality Issue,61354.94,Completed
1578,9053,27290,4545,888,2025-08-08,1,Quality Issue,28122.2,Completed
1579,9058,27307,2666,450,2023-11-11,3,Changed Mind,64498.29,Completed
1580,9062,27316,9949,416,2023-04-14,1,Damaged Product,13743.31,Completed
1581,9074,27348,9104,897,2024-08-03,1,Size/Fit Issue,53721.31,Completed
1582,9088,27390,4650,641,2024-09-23,2,Late Delivery,24831.68,Completed
1583,9090,27397,5185,577,2023-12-02,1,Product Not as Expected,28640.16,Completed
1584,9093,27409,5242,214,2023-11-28,1,Quality Issue,17174.56,Completed
1585,9097,27418,8410,297,2025-09-29,2,Late Delivery,18968.46,Completed
1586,9103,27437,1823,777,2024-01-18,1,Wrong Product,35950.07,Completed
1587,9104,27441,8445,225,2024-09-18,1,Product Not as Expected,42762.46,Completed
1588,9111,27467,8027,382,2024-09-20,1,Size/Fit Issue,63751.27,Completed
1589,9111,27469,8027,982,2024-09-20,1,Wrong Product,39666.28,Completed
1590,9117,27491,8411,818,2024-10-16,1,Quality Issue,2517.2,Completed
1591,9123,27510,6458,137,2024-11-27,1,Late Delivery,55784.74,Completed
1592,9123,27513,6458,596,2024-11-27,2,Changed Mind,36982.3,Completed
1593,9126,27522,4994,641,2024-11-25,1,Quality Issue,12415.84,Completed
1594,9127,27527,1503,239,2023-01-30,1,Damaged Product,2561.84,Completed
1595,9131,27535,4610,266,2024-05-26,4,Product Not as Expected,39560.96,Completed
1596,9134,27547,8385,566,2024-11-26,1,Product Not as Expected,53985.24,Completed
1597,9141,27567,452,143,2024-04-29,1,Damaged Product,57065.25,Completed
1598,9146,27580,1462,502,2025-04-24,1,Quality Issue,49931.02,Completed
1599,9153,27597,8410,310,2024-07-06,1,Wrong Product,56308.84,Completed
1600,9160,27620,778,41,2024-07-11,1,Damaged Product,47175.64,Completed
1601,9165,27640,6354,665,2025-01-29,2,Size/Fit Issue,21182.98,Completed
1602,9166,27646,7084,69,2024-01-05,1,Size/Fit Issue,32929.62,Completed
1603,9168,27648,8718,929,2023-08-19,2,Late Delivery,76099.9,Completed
1604,9170,27657,977,293,2023-09-02,1,Quality Issue,14013.61,Completed
1605,9177,27677,1626,124,2024-12-24,2,Quality Issue,64506.2,Completed
1606,9188,27713,5688,376,2025-05-11,2,Size/Fit Issue,127043.62,Completed
1607,9188,27714,5688,298,2025-05-11,4,Late Delivery,256636.72,Completed
1608,9193,27727,1729,520,2025-01-21,1,Changed Mind,49223.86,Completed
1609,9197,27745,6002,879,2025-12-30,1,Size/Fit Issue,2467.19,Completed
1610,9202,27753,4605,154,2023-10-19,1,Changed Mind,8484.39,Completed
1611,9213,27779,2466,641,2024-12-20,1,Quality Issue,12415.84,Completed
1612,9220,27799,6438,216,2024-08-28,1,Late Delivery,2917.11,Completed
1613,9222,27804,2241,35,2023-01-06,4,Quality Issue,111818.52,Completed
1614,9225,27813,6750,503,2023-02-28,3,Product Not as Expected,178137.51,Completed
1615,9235,27841,2468,684,2025-08-11,1,Wrong Product,24811.38,Completed
1616,9240,27863,9581,870,2023-12-03,1,Product Not as Expected,11548.78,Completed
1617,9243,27873,1178,134,2025-03-05,2,Damaged Product,103047.82,Completed
1618,9253,27893,7263,313,2024-02-12,2,Size/Fit Issue,29592.16,Completed
1619,9253,27896,7263,541,2024-02-12,1,Product Not as Expected,38960.03,Completed
1620,9260,27910,3052,990,2024-10-19,1,Wrong Product,16191.64,Completed
1621,9263,27915,5426,357,2024-03-10,1,Damaged Product,38950.15,Completed
1622,9263,27916,5426,626,2024-03-10,1,Quality Issue,59305.86,Completed
1623,9267,27926,2650,74,2024-10-03,1,Product Not as Expected,25500.32,Completed
1624,9274,27938,589,792,2023-04-09,2,Changed Mind,82266.78,Completed
1625,9279,27962,6963,729,2024-07-16,1,Wrong Product,50404.4,Completed
1626,9292,28003,1811,654,2025-05-05,1,Product Not as Expected,55499.06,Completed
1627,9294,28007,8732,552,2023-10-20,1,Quality Issue,36436.81,Completed
1628,9296,28018,6995,296,2023-02-09,1,Product Not as Expected,34627.87,Completed
1629,9298,28025,337,934,2024-06-22,2,Product Not as Expected,27951.88,Completed
1630,9299,28026,7515,91,2023-07-17,1,Product Not as Expected,35131.7,Completed
1631,9300,28029,8255,708,2025-09-02,1,Quality Issue,27271.15,Completed
1632,9309,28049,9914,7,2025-08-07,1,Damaged Product,35843.35,Completed
1633,9311,28055,9106,254,2023-01-27,1,Wrong Product,81254.36,Completed
1634,9313,28060,4036,67,2023-09-14,2,Size/Fit Issue,54938.06,Completed
1635,9314,28064,1134,872,2023-06-25,1,Size/Fit Issue,57660.72,Completed
1636,9319,28081,3556,568,2023-12-24,1,Size/Fit Issue,56955.44,Completed
1637,9320,28083,4642,928,2025-07-27,1,Changed Mind,87525.69,Completed
1638,9341,28135,3547,662,2023-01-22,1,Wrong Product,43228.98,Completed
1639,9343,28143,8953,383,2024-09-28,2,Product Not as Expected,75143.48,Completed
1640,9347,28149,3639,438,2023-09-14,2,Product Not as Expected,124559.52,Completed
1641,9350,28162,6628,868,2024-09-24,1,Wrong Product,30561.21,Completed
1642,9351,28166,6114,883,2024-02-24,1,Damaged Product,70912.74,Completed
1643,9355,28182,1301,166,2025-06-22,1,Late Delivery,33798.55,Completed
1644,9358,28190,745,297,2024-09-26,1,Changed Mind,9484.23,Completed
1645,9362,28208,3607,160,2025-11-25,2,Changed Mind,119053.52,Completed
1646,9365,28220,7728,664,2023-06-28,2,Wrong Product,67744.58,Completed
1647,9366,28223,4319,16,2023-07-28,1,Product Not as Expected,74350.75,Completed
1648,9369,28235,3033,890,2024-09-25,1,Damaged Product,38320.04,Completed
1649,9381,28271,8607,219,2025-08-11,1,Wrong Product,53676.7,Completed
1650,9390,28301,5150,532,2023-02-03,1,Product Not as Expected,60027.29,Completed
1651,9393,28310,6239,193,2024-12-04,1,Quality Issue,87985.05,Completed
1652,9401,28334,4541,434,2025-08-30,1,Changed Mind,9458.96,Completed
1653,9413,28372,1641,791,2025-12-05,1,Late Delivery,64416.91,Completed
1654,9413,28373,1641,185,2025-12-05,1,Changed Mind,48632.58,Completed
1655,9430,28427,2,716,2024-03-30,1,Quality Issue,37907.5,Completed
1656,9435,28442,158,299,2024-08-15,1,Wrong Product,40394.77,Completed
1657,9435,28445,158,869,2024-08-15,1,Size/Fit Issue,27599.74,Completed
1658,9436,28449,4993,487,2024-06-11,1,Damaged Product,86706.08,Completed
1659,9437,28452,6124,248,2025-04-03,3,Damaged Product,4116.63,Completed
1660,9442,28470,273,991,2025-09-01,1,Late Delivery,16315.12,Completed
1661,9444,28476,8549,550,2025-08-09,2,Quality Issue,16397.22,Completed
1662,9453,28506,4128,88,2024-08-07,1,Damaged Product,47049.95,Completed
1663,9456,28513,8345,831,2024-04-20,1,Changed Mind,72426.36,Completed
1664,9473,28574,4005,422,2023-01-10,2,Damaged Product,73155.56,Completed
1665,9477,28587,433,461,2024-12-26,1,Wrong Product,57237.0,Completed
1666,9480,28595,8240,886,2025-09-12,1,Quality Issue,49335.18,Completed
1667,9492,28632,993,679,2024-12-02,2,Product Not as Expected,11645.8,Completed
1668,9496,28641,2935,572,2024-09-02,2,Size/Fit Issue,33609.12,Completed
1669,9501,28654,1594,723,2023-01-24,1,Wrong Product,17748.2,Completed
1670,9518,28705,8362,514,2024-05-03,2,Size/Fit Issue,90885.46,Completed
1671,9521,28717,9145,920,2024-06-01,1,Wrong Product,34221.06,Completed
1672,9530,28743,2237,48,2025-01-25,4,Wrong Product,96863.96,Completed
1673,9532,28751,1965,712,2023-05-30,2,Size/Fit Issue,14077.4,Completed
1674,9533,28756,3644,76,2024-08-07,3,Product Not as Expected,74073.66,Completed
1675,9539,28771,2528,213,2024-05-29,1,Size/Fit Issue,66856.37,Completed
1676,9542,28780,5181,842,2023-10-06,1,Product Not as Expected,9424.2,Completed
1677,9543,28782,325,956,2023-10-15,1,Size/Fit Issue,39326.14,Completed
1678,9545,28787,5434,51,2024-03-01,1,Late Delivery,6891.96,Completed
1679,9547,28797,4706,418,2025-06-12,2,Quality Issue,12518.3,Completed
1680,9548,28800,2836,773,2025-10-12,1,Quality Issue,10661.83,Completed
1681,9553,28813,2823,474,2025-09-01,2,Size/Fit Issue,7685.64,Completed
1682,9554,28815,4821,994,2025-01-09,2,Late Delivery,110937.2,Completed
1683,9556,28824,5222,923,2024-09-12,1,Quality Issue,3340.47,Completed
1684,9560,28835,9989,966,2023-05-10,1,Quality Issue,45203.42,Completed
1685,9561,28840,7473,753,2024-10-29,3,Late Delivery,99718.32,Completed
1686,9565,28853,3701,468,2024-07-12,1,Changed Mind,31010.39,Completed
1687,9570,28868,8010,219,2024-08-16,3,Changed Mind,161030.1,Completed
1688,9576,28889,569,102,2023-01-20,4,Changed Mind,166679.52,Completed
1689,9582,28902,9390,627,2023-11-25,1,Damaged Product,38712.55,Completed
1690,9582,28903,9390,350,2023-11-25,2,Damaged Product,71401.46,Completed
1691,9583,28905,3312,779,2023-04-21,1,Late Delivery,52000.66,Completed
1692,9586,28915,4047,520,2025-07-15,1,Product Not as Expected,49223.86,Completed
1693,9595,28944,6541,403,2023-08-16,1,Late Delivery,13616.52,Completed
1694,9599,28959,3245,207,2025-02-12,1,Quality Issue,83983.48,Completed
1695,9607,28984,648,247,2023-02-07,1,Product Not as Expected,54589.55,Completed
1696,9610,28993,8302,794,2024-06-04,2,Quality Issue,2042.92,Completed
1697,9620,29023,813,534,2024-11-22,1,Changed Mind,3962.65,Completed
1698,9626,29045,3423,166,2025-08-23,1,Damaged Product,33798.55,Completed
1699,9626,29047,3423,784,2025-08-23,1,Damaged Product,66280.45,Completed
1700,9646,29106,856,200,2023-03-22,1,Product Not as Expected,26990.4,Completed
1701,9653,29130,4498,592,2024-11-04,1,Size/Fit Issue,8207.23,Completed
1702,9656,29146,9582,776,2025-05-13,1,Damaged Product,26241.11,Completed
1703,9661,29162,502,607,2025-08-20,2,Quality Issue,8803.26,Completed
1704,9661,29163,502,385,2025-08-20,2,Size/Fit Issue,102391.02,Completed
1705,9665,29178,688,916,2023-10-13,3,Late Delivery,145103.64,Completed
1706,9666,29184,4935,411,2023-07-01,1,Size/Fit Issue,7771.15,Completed
1707,9675,29201,5304,353,2024-08-26,1,Changed Mind,44608.27,Completed
1708,9685,29227,1690,541,2024-04-14,3,Damaged Product,116880.09,Completed
1709,9696,29253,7860,981,2025-02-27,2,Size/Fit Issue,96931.36,Completed
1710,9698,29259,6358,274,2024-01-10,1,Quality Issue,45493.53,Completed
1711,9704,29273,8572,188,2024-07-03,3,Changed Mind,153106.89,Completed
1712,9709,29285,4507,106,2025-01-04,1,Quality Issue,46627.58,Completed
1713,9716,29311,5267,981,2023-03-25,1,Size/Fit Issue,48465.68,Completed
1714,9716,29313,5267,410,2023-03-25,1,Product Not as Expected,18525.02,Completed
1715,9728,29346,5197,861,2025-03-03,4,Changed Mind,284830.56,Completed
1716,9732,29359,8695,649,2024-06-28,2,Size/Fit Issue,104931.46,Completed
1717,9751,29412,2130,637,2025-12-24,1,Late Delivery,16823.49,Completed
